_idx,department,job_level,location,hire_date,tenure_months,performance_rating,salary_band_min,salary_band_mid,salary_band_max,market_benchmark_salary,base_salary,months_since_last_raise,last_merit_increase_pct,_dept_churn,_level_churn,attrition_flag,exit_date,hris_id,payroll_id,bench_id,tax_ref
284,Data & Analytics,L1 - Junior,Munich,2022-11-03,38,5,47963.0,58492.0,69020.0,59857.0,51129.0,17,4.69,-0.15,0.2,0,,DF-100284,500284,EMP_00284,DE93001988
285,Marketing,L5 - Manager,Lisbon,2023-03-05,34,3,83655.0,102019.0,120382.0,97236.0,108892.0,10,1.95,0.1,-0.15,0,,DF-100285,500285,EMP_00285,DE93001995
286,Marketing,L3 - Senior,Remote-DE,2022-09-03,40,4,65561.0,79952.0,94344.0,78679.0,97222.0,16,5.87,0.1,-0.05,0,,DF-100286,500286,EMP_00286,DE93002002
287,Marketing,L1 - Junior,London,2024-05-03,20,2,42219.0,51487.0,60754.0,51004.0,53659.0,30,1.47,0.1,0.2,0,,DF-100287,500287,EMP_00287,DE93002009
288,Product,L1 - Junior,Lisbon,2022-07-05,42,2,39160.0,47756.0,56352.0,45600.0,51013.0,10,2.36,-0.1,0.2,0,,DF-100288,500288,EMP_00288,DE93002016
289,Support,L2 - Mid,London,2021-02-03,59,4,49830.0,60768.0,71706.0,53276.0,65526.0,17,4.96,0.7,0.05,0,,DF-100289,500289,EMP_00289,DE93002023
290,Engineering,L2 - Mid,Remote-DE,2024-07-03,18,3,65840.0,80293.0,94746.0,74779.0,69222.0,5,1.36,-0.15,0.05,0,,DF-100290,500290,EMP_00290,DE93002030
291,Marketing,L5 - Manager,Munich,2020-08-04,65,3,108585.0,132420.0,156256.0,130507.0,115044.0,10,6.53,0.1,-0.15,0,,DF-100291,500291,EMP_00291,DE93002037
292,Sales,L1 - Junior,Remote-DE,2024-04-03,21,2,41963.0,51174.0,60386.0,54831.0,52827.0,13,5.61,0.55,0.2,0,,DF-100292,500292,EMP_00292,DE93002044
293,Sales,L2 - Mid,Remote-DE,2019-03-07,82,1,58532.0,71380.0,84229.0,76386.0,86798.0,4,0.51,0.55,0.05,0,,DF-100293,500293,EMP_00293,DE93002051
294,Operations,L2 - Mid,Hamburg,2018-11-05,86,3,49308.0,60131.0,70955.0,58242.0,51326.0,19,1.29,0.0,0.05,1,2024-12-08,DF-100294,500294,EMP_00294,DE93002058
295,Support,L2 - Mid,Munich,2022-09-03,40,4,44414.0,54163.0,63912.0,50930.0,60243.0,16,4.87,0.7,0.05,0,,DF-100295,500295,EMP_00295,DE93002065
296,Support,L4 - Lead,Berlin,2020-10-04,63,3,73658.0,89826.0,105995.0,80991.0,89421.0,16,2.91,0.7,-0.1,1,2024-09-15,DF-100296,500296,EMP_00296,DE93002072
297,Sales,L2 - Mid,Lisbon,2024-03-04,22,4,47750.0,58232.0,68713.0,64802.0,60172.0,0,4.12,0.55,0.05,0,,DF-100297,500297,EMP_00297,DE93002079
298,Finance,L3 - Senior,London,2025-01-02,12,4,82689.0,100841.0,118992.0,87310.0,97007.0,0,2.67,-0.2,-0.05,0,,DF-100298,500298,EMP_00298,DE93002086
299,Customer Success,L3 - Senior,Remote-DE,2025-03-03,10,4,67527.0,82350.0,97173.0,88167.0,76203.0,7,2.14,0.45,-0.05,1,2025-08-28,DF-100299,500299,EMP_00299,DE93002093
300,Product,L2 - Mid,Lisbon,2023-05-05,32,3,52633.0,64187.0,75740.0,66174.0,68201.0,14,5.3,-0.1,0.05,0,,DF-100300,500300,EMP_00300,DE93002100
301,Operations,L2 - Mid,Lisbon,2024-11-02,14,3,40353.0,49211.0,58069.0,51636.0,51615.0,10,5.5,0.0,0.05,0,,DF-100301,500301,EMP_00301,DE93002107
302,Product,L3 - Senior,Lisbon,2021-05-05,56,2,70776.0,86312.0,101848.0,93171.0,80483.0,12,4.53,-0.1,-0.05,0,,DF-100302,500302,EMP_00302,DE93002114
303,Finance,L2 - Mid,Lisbon,2023-03-05,34,2,44435.0,54189.0,63944.0,53198.0,50509.0,2,3.41,-0.2,0.05,0,,DF-100303,500303,EMP_00303,DE93002121
304,Customer Success,L1 - Junior,Hamburg,2021-05-05,56,4,36585.0,44616.0,52647.0,43529.0,37294.0,18,1.26,0.45,0.2,1,2025-03-20,DF-100304,500304,EMP_00304,DE93002128
305,Sales,L1 - Junior,Berlin,2021-03-05,58,3,41652.0,50795.0,59938.0,52289.0,51127.0,11,0.0,0.55,0.2,1,2025-07-11,DF-100305,500305,EMP_00305,DE93002135
306,Engineering,L2 - Mid,Hamburg,2022-10-04,39,4,67874.0,82773.0,97672.0,69683.0,82306.0,16,1.64,-0.15,0.05,0,,DF-100306,500306,EMP_00306,DE93002142
307,Sales,L3 - Senior,London,2024-04-03,21,4,90817.0,110752.0,130687.0,99300.0,93601.0,10,5.45,0.55,-0.05,0,,DF-100307,500307,EMP_00307,DE93002149
308,Operations,L5 - Manager,Munich,2023-06-04,31,4,101392.0,123648.0,145905.0,117859.0,147060.0,13,3.2,0.0,-0.15,0,,DF-100308,500308,EMP_00308,DE93002156
309,Sales,L2 - Mid,Lisbon,2021-11-03,50,5,48039.0,58585.0,69130.0,60979.0,52401.0,12,0.48,0.55,0.05,1,2025-08-02,DF-100309,500309,EMP_00309,DE93002163
310,Operations,L2 - Mid,Berlin,2021-07-05,54,3,48738.0,59437.0,70135.0,54246.0,50356.0,11,7.54,0.0,0.05,0,,DF-100310,500310,EMP_00310,DE93002170
311,Customer Success,L3 - Senior,Munich,2023-12-03,25,4,68819.0,83926.0,99033.0,84686.0,68819.0,14,4.43,0.45,-0.05,1,2024-12-24,DF-100311,500311,EMP_00311,DE93002177
312,Sales,L2 - Mid,Munich,2012-08-08,161,5,62364.0,76054.0,89744.0,70845.0,84213.0,16,5.25,0.55,0.05,0,,DF-100312,500312,EMP_00312,DE93002184
313,Marketing,L6 - Director,Lisbon,2022-01-03,48,4,104680.0,127659.0,150637.0,116227.0,129038.0,14,3.63,0.1,-0.2,0,,DF-100313,500313,EMP_00313,DE93002191
314,Engineering,L2 - Mid,Berlin,2024-01-03,24,3,65802.0,80246.0,94690.0,78399.0,89192.0,10,4.12,-0.15,0.05,0,,DF-100314,500314,EMP_00314,DE93002198
315,Product,L3 - Senior,London,2024-10-02,15,3,102492.0,124990.0,147489.0,127058.0,114330.0,18,4.4,-0.1,-0.05,0,,DF-100315,500315,EMP_00315,DE93002205
316,Sales,L2 - Mid,Berlin,2019-03-07,82,3,60750.0,74085.0,87420.0,64252.0,84259.0,4,3.59,0.55,0.05,0,,DF-100316,500316,EMP_00316,DE93002212
317,Finance,L2 - Mid,Lisbon,2023-03-05,34,4,42481.0,51806.0,61132.0,55933.0,50643.0,19,2.46,-0.2,0.05,1,2025-02-19,DF-100317,500317,EMP_00317,DE93002219
318,People/HR,L2 - Mid,London,2025-02-01,11,4,57563.0,70199.0,82835.0,69033.0,70832.0,9,4.68,-0.2,0.05,0,,DF-100318,500318,EMP_00318,DE93002226
319,Data & Analytics,L3 - Senior,Munich,2019-08-06,77,3,88992.0,108527.0,128062.0,106677.0,115033.0,6,4.52,-0.15,-0.05,0,,DF-100319,500319,EMP_00319,DE93002233
320,Finance,L2 - Mid,London,2024-05-03,20,3,60948.0,74326.0,87705.0,67074.0,78153.0,16,3.59,-0.2,0.05,0,,DF-100320,500320,EMP_00320,DE93002240
321,Product,L2 - Mid,Hamburg,2025-06-03,7,3,63999.0,78048.0,92096.0,76342.0,78365.0,16,4.97,-0.1,0.05,1,2025-09-26,DF-100321,500321,EMP_00321,DE93002247
322,Support,L4 - Lead,Remote-DE,2022-03-05,46,3,70270.0,85695.0,101120.0,87806.0,96985.0,19,1.41,0.7,-0.1,0,,DF-100322,500322,EMP_00322,DE93002254
323,Finance,L3 - Senior,Remote-DE,2024-05-03,20,3,69060.0,84220.0,99379.0,82649.0,87654.0,20,1.07,-0.2,-0.05,0,,DF-100323,500323,EMP_00323,DE93002261
324,Support,L1 - Junior,London,2023-09-03,28,2,34977.0,42655.0,50333.0,41900.0,46640.0,17,2.55,0.7,0.2,0,,DF-100324,500324,EMP_00324,DE93002268
325,Marketing,L2 - Mid,Hamburg,2025-01-02,12,2,52834.0,64432.0,76030.0,67668.0,75321.0,17,5.65,0.1,0.05,0,,DF-100325,500325,EMP_00325,DE93002275
326,Product,L2 - Mid,Lisbon,2022-11-03,38,3,52606.0,64154.0,75701.0,65679.0,52606.0,5,5.49,-0.1,0.05,0,,DF-100326,500326,EMP_00326,DE93002282
327,Product,L2 - Mid,Remote-DE,2024-08-03,17,4,64880.0,79122.0,93364.0,80248.0,70958.0,13,6.89,-0.1,0.05,1,2025-09-04,DF-100327,500327,EMP_00327,DE93002289
328,Data & Analytics,L1 - Junior,Remote-DE,2019-05-06,80,4,44206.0,53909.0,63613.0,47211.0,50806.0,28,0.57,-0.15,0.2,0,,DF-100328,500328,EMP_00328,DE93002296
329,Sales,L1 - Junior,Remote-DE,2021-09-04,52,3,42785.0,52176.0,61568.0,52034.0,56313.0,10,3.27,0.55,0.2,0,,DF-100329,500329,EMP_00329,DE93002303
330,People/HR,L1 - Junior,Remote-DE,2023-10-04,27,4,35591.0,43404.0,51217.0,44462.0,40335.0,10,2.43,-0.2,0.2,0,,DF-100330,500330,EMP_00330,DE93002310
331,Marketing,L6 - Director,London,2021-07-05,54,3,145077.0,176924.0,208770.0,184736.0,198805.0,10,3.95,0.1,-0.2,0,,DF-100331,500331,EMP_00331,DE93002317
332,People/HR,L2 - Mid,London,2018-04-06,93,4,57531.0,70159.0,82788.0,62518.0,60640.0,10,3.65,-0.2,0.05,0,,DF-100332,500332,EMP_00332,DE93002324
333,Support,L1 - Junior,Lisbon,2021-02-03,59,3,25847.0,31521.0,37194.0,32087.0,36063.0,17,4.9,0.7,0.2,0,,DF-100333,500333,EMP_00333,DE93002331
334,Engineering,L3 - Senior,Hamburg,2022-08-04,41,3,90227.0,110033.0,129839.0,106725.0,114496.0,4,4.22,-0.15,-0.05,0,,DF-100334,500334,EMP_00334,DE93002338
335,Sales,L1 - Junior,Hamburg,2025-03-03,10,4,43752.0,53356.0,62960.0,46138.0,56407.0,3,5.42,0.55,0.2,0,,DF-100335,500335,EMP_00335,DE93002345
336,Customer Success,L2 - Mid,Remote-DE,2022-09-03,40,4,49492.0,60357.0,71221.0,55920.0,57629.0,16,9.45,0.45,0.05,0,,DF-100336,500336,EMP_00336,DE93002352
337,Engineering,L3 - Senior,Lisbon,2024-06-03,19,2,72008.0,87815.0,103621.0,82960.0,99170.0,7,1.75,-0.15,-0.05,0,,DF-100337,500337,EMP_00337,DE93002359
338,Sales,L3 - Senior,Hamburg,2021-11-03,50,3,80205.0,97811.0,115417.0,96589.0,95523.0,12,5.14,0.55,-0.05,0,,DF-100338,500338,EMP_00338,DE93002366
339,Data & Analytics,L1 - Junior,Munich,2022-03-05,46,4,47928.0,58448.0,68969.0,60269.0,62980.0,14,5.59,-0.15,0.2,0,,DF-100339,500339,EMP_00339,DE93002373
340,Support,L1 - Junior,Remote-DE,2022-09-03,40,4,30367.0,37032.0,43698.0,37764.0,39393.0,18,9.89,0.7,0.2,0,,DF-100340,500340,EMP_00340,DE93002380
341,Support,L2 - Mid,Munich,2025-06-03,7,4,46865.0,57152.0,67440.0,55256.0,53276.0,0,5.46,0.7,0.05,0,,DF-100341,500341,EMP_00341,DE93002387
342,Sales,L2 - Mid,Hamburg,2024-05-03,20,4,58666.0,71545.0,84423.0,70132.0,80915.0,18,3.75,0.55,0.05,0,,DF-100342,500342,EMP_00342,DE93002394
343,Support,L5 - Manager,Berlin,2024-02-02,23,3,81449.0,99327.0,117206.0,86904.0,103303.0,15,5.38,0.7,-0.15,0,,DF-100343,500343,EMP_00343,DE93002401
344,Support,L1 - Junior,London,2025-03-03,10,5,36883.0,44979.0,53075.0,43596.0,48382.0,13,6.38,0.7,0.2,0,,DF-100344,500344,EMP_00344,DE93002408
345,Sales,L2 - Mid,Hamburg,2024-10-02,15,3,57287.0,69862.0,82437.0,60803.0,72503.0,24,0.71,0.55,0.05,1,2025-09-06,DF-100345,500345,EMP_00345,DE93002415
346,Engineering,L5 - Manager,Munich,2021-07-05,54,4,138578.0,168998.0,199417.0,164564.0,195380.0,12,0.88,-0.15,-0.15,0,,DF-100346,500346,EMP_00346,DE93002422
347,Operations,L1 - Junior,Munich,2020-09-04,64,2,36638.0,44681.0,52723.0,45623.0,43687.0,9,4.52,0.0,0.2,0,,DF-100347,500347,EMP_00347,DE93002429
348,Product,L1 - Junior,London,2024-07-03,18,3,53744.0,65542.0,77340.0,70812.0,63920.0,15,7.32,-0.1,0.2,1,2025-05-20,DF-100348,500348,EMP_00348,DE93002436
349,Customer Success,L4 - Lead,Hamburg,2021-02-03,59,4,86880.0,105952.0,125023.0,104054.0,102437.0,15,1.95,0.45,-0.1,0,,DF-100349,500349,EMP_00349,DE93002443
350,Sales,L5 - Manager,Munich,2023-07-04,30,3,126647.0,154448.0,182248.0,160698.0,158835.0,12,1.43,0.55,-0.15,0,,DF-100350,500350,EMP_00350,DE93002450
351,Engineering,L2 - Mid,Hamburg,2021-02-03,59,4,64492.0,78649.0,92805.0,93731.0,77904.0,17,2.72,-0.15,0.05,1,2024-12-02,DF-100351,500351,EMP_00351,DE93002457
352,Product,L4 - Lead,Munich,2022-05-05,44,2,113059.0,137877.0,162694.0,133937.0,138020.0,18,1.83,-0.1,-0.1,0,,DF-100352,500352,EMP_00352,DE93002464
353,Support,L6 - Director,Lisbon,2023-03-05,34,2,91711.0,111843.0,131974.0,116249.0,115394.0,11,1.78,0.7,-0.2,0,,DF-100353,500353,EMP_00353,DE93002471
354,Customer Success,L1 - Junior,Berlin,2024-03-04,22,2,36878.0,44974.0,53069.0,45907.0,39072.0,15,6.67,0.45,0.2,1,2025-10-15,DF-100354,500354,EMP_00354,DE93002478
355,Product,L2 - Mid,Remote-DE,2025-04-03,9,3,62019.0,75633.0,89247.0,69198.0,70100.0,2,5.45,-0.1,0.05,0,,DF-100355,500355,EMP_00355,DE93002485
356,Operations,L6 - Director,Lisbon,2025-05-03,8,3,100493.0,122552.0,144611.0,128235.0,130487.0,0,9.09,0.0,-0.2,0,,DF-100356,500356,EMP_00356,DE93002492
357,Product,L3 - Senior,Hamburg,2025-03-03,10,4,88934.0,108457.0,127979.0,104845.0,131883.0,8,3.57,-0.1,-0.05,0,,DF-100357,500357,EMP_00357,DE93002499
358,Data & Analytics,L1 - Junior,Lisbon,2023-04-04,33,3,37844.0,46151.0,54458.0,48302.0,41026.0,18,1.36,-0.15,0.2,0,,DF-100358,500358,EMP_00358,DE93002506
359,Data & Analytics,L2 - Mid,Lisbon,2022-11-03,38,3,52734.0,64310.0,75886.0,66095.0,71436.0,16,4.34,-0.15,0.05,0,,DF-100359,500359,EMP_00359,DE93002513
360,Support,L2 - Mid,Munich,2023-05-05,32,2,45641.0,55659.0,65678.0,60479.0,59604.0,2,4.09,0.7,0.05,0,,DF-100360,500360,EMP_00360,DE93002520
361,Operations,L2 - Mid,Hamburg,2024-07-03,18,4,48311.0,58916.0,69520.0,50656.0,59070.0,10,2.54,0.0,0.05,0,,DF-100361,500361,EMP_00361,DE93002527
362,People/HR,L2 - Mid,Lisbon,2024-12-02,13,4,40633.0,49552.0,58471.0,46101.0,45535.0,6,1.07,-0.2,0.05,0,,DF-100362,500362,EMP_00362,DE93002534
363,Data & Analytics,L3 - Senior,Lisbon,2021-06-04,55,4,70236.0,85653.0,101071.0,84131.0,88353.0,15,3.69,-0.15,-0.05,0,,DF-100363,500363,EMP_00363,DE93002541
364,Support,L1 - Junior,Berlin,2024-10-02,15,4,30165.0,36786.0,43408.0,39867.0,38417.0,7,3.59,0.7,0.2,0,,DF-100364,500364,EMP_00364,DE93002548
365,Engineering,L1 - Junior,Munich,2022-09-03,40,4,51406.0,62690.0,73975.0,57190.0,58585.0,15,8.68,-0.15,0.2,1,2025-03-17,DF-100365,500365,EMP_00365,DE93002555
366,Operations,L2 - Mid,Remote-DE,2022-09-03,40,3,45976.0,56068.0,66161.0,57487.0,62660.0,24,1.82,0.0,0.05,0,,DF-100366,500366,EMP_00366,DE93002562
367,Sales,L4 - Lead,London,2025-03-03,10,5,116190.0,141695.0,167200.0,145283.0,144485.0,4,2.27,0.55,-0.1,0,,DF-100367,500367,EMP_00367,DE93002569
368,Finance,L4 - Lead,Hamburg,2021-11-03,50,4,89591.0,109258.0,128924.0,113749.0,104173.0,14,8.6,-0.2,-0.1,1,2025-08-27,DF-100368,500368,EMP_00368,DE93002576
369,Sales,L2 - Mid,Berlin,2024-10-02,15,1,58165.0,70933.0,83701.0,63766.0,70709.0,13,3.07,0.55,0.05,1,2025-07-10,DF-100369,500369,EMP_00369,DE93002583
370,Sales,L2 - Mid,Hamburg,2022-06-04,43,3,60007.0,73179.0,86352.0,76110.0,69184.0,11,5.93,0.55,0.05,0,,DF-100370,500370,EMP_00370,DE93002590
371,Support,L1 - Junior,Lisbon,2022-11-03,38,4,26369.0,32158.0,37946.0,30743.0,30044.0,9,4.05,0.7,0.2,0,,DF-100371,500371,EMP_00371,DE93002597
372,Data & Analytics,L1 - Junior,Berlin,2024-08-03,17,3,45370.0,55329.0,65289.0,50620.0,63226.0,11,3.41,-0.15,0.2,0,,DF-100372,500372,EMP_00372,DE93002604
373,Support,L6 - Director,Remote-DE,2024-08-03,17,2,103140.0,125781.0,148421.0,125607.0,138791.0,11,5.71,0.7,-0.2,0,,DF-100373,500373,EMP_00373,DE93002611
374,Product,L1 - Junior,Berlin,2021-04-05,57,5,46798.0,57071.0,67344.0,59270.0,46920.0,12,5.33,-0.1,0.2,0,,DF-100374,500374,EMP_00374,DE93002618
375,Product,L1 - Junior,Munich,2019-01-05,84,3,50363.0,61418.0,72474.0,66906.0,50363.0,17,5.32,-0.1,0.2,1,2025-12-02,DF-100375,500375,EMP_00375,DE93002625
376,Data & Analytics,L3 - Senior,Hamburg,2024-07-03,18,4,87068.0,106180.0,125293.0,100930.0,116612.0,18,2.2,-0.15,-0.05,0,,DF-100376,500376,EMP_00376,DE93002632
377,Product,L1 - Junior,Hamburg,2020-08-04,65,5,46945.0,57249.0,67554.0,53333.0,56015.0,16,4.06,-0.1,0.2,0,,DF-100377,500377,EMP_00377,DE93002639
378,Engineering,L3 - Senior,London,2023-12-03,25,4,101636.0,123947.0,146257.0,122679.0,127762.0,2,4.39,-0.15,-0.05,0,,DF-100378,500378,EMP_00378,DE93002646
379,Data & Analytics,L4 - Lead,Munich,2024-06-03,19,2,117100.0,142805.0,168510.0,134419.0,148218.0,16,6.88,-0.15,-0.1,0,,DF-100379,500379,EMP_00379,DE93002653
380,Engineering,L2 - Mid,Lisbon,2022-08-04,41,3,56065.0,68371.0,80678.0,67292.0,59099.0,7,4.01,-0.15,0.05,1,2024-10-09,DF-100380,500380,EMP_00380,DE93002660
381,Finance,L3 - Senior,London,2022-05-05,44,4,81746.0,99690.0,117634.0,96125.0,88928.0,1,2.63,-0.2,-0.05,0,,DF-100381,500381,EMP_00381,DE93002667
382,Engineering,L2 - Mid,Remote-DE,2023-12-03,25,2,64906.0,79154.0,93402.0,81368.0,82221.0,26,2.48,-0.15,0.05,0,,DF-100382,500382,EMP_00382,DE93002674
383,Engineering,L1 - Junior,Remote-DE,2025-09-02,4,4,46436.0,56629.0,66822.0,50130.0,58246.0,4,0.22,-0.15,0.2,0,,DF-100383,500383,EMP_00383,DE93002681
384,Operations,L2 - Mid,Munich,2023-12-03,25,3,51152.0,62381.0,73610.0,67281.0,67963.0,15,5.31,0.0,0.05,0,,DF-100384,500384,EMP_00384,DE93002688
385,Finance,L1 - Junior,Remote-DE,2024-01-03,24,2,38700.0,47195.0,55690.0,52874.0,49466.0,17,10.74,-0.2,0.2,0,,DF-100385,500385,EMP_00385,DE93002695
386,Data & Analytics,L2 - Mid,Munich,2020-02-04,71,4,69670.0,84963.0,100257.0,90345.0,79239.0,8,7.02,-0.15,0.05,0,,DF-100386,500386,EMP_00386,DE93002702
387,Engineering,L1 - Junior,Munich,2024-09-02,16,4,51579.0,62901.0,74223.0,63038.0,66964.0,9,4.64,-0.15,0.2,1,2025-05-22,DF-100387,500387,EMP_00387,DE93002709
388,Customer Success,L4 - Lead,Munich,2022-03-05,46,3,94296.0,114995.0,135694.0,111506.0,111892.0,9,6.16,0.45,-0.1,1,2025-12-05,DF-100388,500388,EMP_00388,DE93002716
389,Marketing,L1 - Junior,Berlin,2021-02-03,59,3,36858.0,44949.0,53040.0,43480.0,50019.0,11,2.6,0.1,0.2,0,,DF-100389,500389,EMP_00389,DE93002723
390,Engineering,L2 - Mid,Munich,2022-05-05,44,3,69494.0,84749.0,100004.0,95689.0,88120.0,18,3.72,-0.15,0.05,0,,DF-100390,500390,EMP_00390,DE93002730
391,Data & Analytics,L2 - Mid,London,2018-03-07,94,3,74613.0,90991.0,107370.0,88378.0,86738.0,9,3.94,-0.15,0.05,0,,DF-100391,500391,EMP_00391,DE93002737
392,Support,L2 - Mid,Berlin,2023-10-04,27,3,43517.0,53070.0,62623.0,54746.0,53470.0,24,1.53,0.7,0.05,1,2025-04-15,DF-100392,500392,EMP_00392,DE93002744
393,Customer Success,L3 - Senior,Lisbon,2016-06-06,115,3,56224.0,68566.0,80908.0,69812.0,68568.0,0,4.85,0.45,-0.05,0,,DF-100393,500393,EMP_00393,DE93002751
394,Finance,L2 - Mid,Munich,2024-04-03,21,3,56793.0,69260.0,81727.0,72232.0,68893.0,32,1.11,-0.2,0.05,1,2025-11-24,DF-100394,500394,EMP_00394,DE93002758
395,Product,L1 - Junior,Hamburg,2021-12-04,49,4,46814.0,57090.0,67367.0,58977.0,63104.0,25,0.73,-0.1,0.2,0,,DF-100395,500395,EMP_00395,DE93002765
396,Data & Analytics,L2 - Mid,Hamburg,2023-10-04,27,3,64055.0,78116.0,92177.0,78275.0,74408.0,20,1.62,-0.15,0.05,0,,DF-100396,500396,EMP_00396,DE93002772
397,Support,L1 - Junior,London,2023-09-03,28,2,34578.0,42168.0,49759.0,43701.0,43899.0,14,1.27,0.7,0.2,1,2025-07-24,DF-100397,500397,EMP_00397,DE93002779
398,Finance,L2 - Mid,Berlin,2022-07-05,42,3,52563.0,64101.0,75639.0,65682.0,76731.0,10,0.0,-0.2,0.05,0,,DF-100398,500398,EMP_00398,DE93002786
399,Operations,L1 - Junior,Remote-DE,2025-01-02,12,3,34508.0,42083.0,49657.0,40345.0,35488.0,17,0.0,0.0,0.2,1,2025-10-23,DF-100399,500399,EMP_00399,DE93002793
400,Support,L3 - Senior,Hamburg,2024-06-03,19,4,59973.0,73138.0,86303.0,75569.0,75442.0,11,3.63,0.7,-0.05,0,,DF-100400,500400,EMP_00400,DE93002800
401,Operations,L1 - Junior,Hamburg,2025-01-02,12,4,36332.0,44307.0,52282.0,41444.0,39504.0,12,3.27,0.0,0.2,1,2025-09-22,DF-100401,500401,EMP_00401,DE93002807
402,Customer Success,L1 - Junior,Hamburg,2019-10-05,75,2,36879.0,44975.0,53070.0,44716.0,51988.0,15,4.09,0.45,0.2,1,2024-08-22,DF-100402,500402,EMP_00402,DE93002814
403,Engineering,L2 - Mid,Berlin,2019-11-05,74,4,65300.0,79634.0,93968.0,74802.0,78311.0,16,6.92,-0.15,0.05,1,2025-04-19,DF-100403,500403,EMP_00403,DE93002821
404,Support,L3 - Senior,Remote-DE,2025-04-03,9,2,54306.0,66227.0,78148.0,67018.0,71084.0,0,4.09,0.7,-0.05,0,,DF-100404,500404,EMP_00404,DE93002828
405,Support,L4 - Lead,Munich,2021-03-05,58,5,80089.0,97670.0,115251.0,94779.0,106017.0,8,4.87,0.7,-0.1,0,,DF-100405,500405,EMP_00405,DE93002835
406,Data & Analytics,L3 - Senior,Hamburg,2019-04-06,81,4,83313.0,101602.0,119890.0,101739.0,105947.0,9,3.71,-0.15,-0.05,0,,DF-100406,500406,EMP_00406,DE93002842
407,Engineering,L3 - Senior,Lisbon,2022-10-04,39,3,73044.0,89078.0,105112.0,85488.0,86674.0,13,6.37,-0.15,-0.05,0,,DF-100407,500407,EMP_00407,DE93002849
408,Support,L2 - Mid,Lisbon,2022-08-04,41,2,35279.0,43023.0,50767.0,40563.0,52316.0,24,2.39,0.7,0.05,0,,DF-100408,500408,EMP_00408,DE93002856
409,Support,L3 - Senior,London,2023-05-05,32,3,67394.0,82188.0,96981.0,83429.0,85413.0,15,4.32,0.7,-0.05,1,2025-06-15,DF-100409,500409,EMP_00409,DE93002863
410,Customer Success,L3 - Senior,Munich,2024-07-03,18,5,71519.0,87218.0,102917.0,81702.0,102687.0,15,1.45,0.45,-0.05,0,,DF-100410,500410,EMP_00410,DE93002870
411,Operations,L3 - Senior,Remote-DE,2021-04-05,57,4,60491.0,73769.0,87048.0,67017.0,81842.0,23,2.28,0.0,-0.05,0,,DF-100411,500411,EMP_00411,DE93002877
412,Customer Success,L2 - Mid,Hamburg,2023-02-02,35,5,51240.0,62488.0,73735.0,59213.0,70501.0,18,3.88,0.45,0.05,0,,DF-100412,500412,EMP_00412,DE93002884
413,Engineering,L3 - Senior,London,2023-02-02,35,4,101539.0,123828.0,146117.0,122633.0,127801.0,6,3.73,-0.15,-0.05,0,,DF-100413,500413,EMP_00413,DE93002891
414,Engineering,L2 - Mid,Remote-DE,2023-04-04,33,5,65321.0,79660.0,93998.0,71301.0,94067.0,8,4.8,-0.15,0.05,0,,DF-100414,500414,EMP_00414,DE93002898
415,Operations,L1 - Junior,Hamburg,2023-03-05,34,5,34111.0,41599.0,49087.0,43244.0,37545.0,12,6.69,0.0,0.2,0,,DF-100415,500415,EMP_00415,DE93002905
416,Engineering,L2 - Mid,Munich,2018-06-06,91,3,70054.0,85432.0,100810.0,96083.0,88518.0,16,5.78,-0.15,0.05,0,,DF-100416,500416,EMP_00416,DE93002912
417,People/HR,L1 - Junior,Munich,2022-02-03,47,2,37464.0,45687.0,53911.0,44960.0,47154.0,0,4.56,-0.2,0.2,0,,DF-100417,500417,EMP_00417,DE93002919
418,People/HR,L5 - Manager,Munich,2022-04-04,45,3,102764.0,125322.0,147880.0,128054.0,146067.0,16,2.4,-0.2,-0.15,0,,DF-100418,500418,EMP_00418,DE93002926
419,Marketing,L4 - Lead,Hamburg,2023-11-03,26,3,88646.0,108105.0,127564.0,117852.0,109726.0,17,7.2,0.1,-0.1,0,,DF-100419,500419,EMP_00419,DE93002933
420,Sales,L1 - Junior,Hamburg,2021-06-04,55,3,44635.0,54432.0,64230.0,53317.0,55750.0,11,4.86,0.55,0.2,0,,DF-100420,500420,EMP_00420,DE93002940
421,Sales,L3 - Senior,Berlin,2022-11-03,38,4,77704.0,94761.0,111818.0,93994.0,100086.0,21,0.77,0.55,-0.05,0,,DF-100421,500421,EMP_00421,DE93002947
422,Data & Analytics,L3 - Senior,Berlin,2013-02-06,155,4,82334.0,100408.0,118481.0,112067.0,94833.0,7,4.12,-0.15,-0.05,1,2025-10-30,DF-100422,500422,EMP_00422,DE93002954
423,Data & Analytics,L1 - Junior,London,2024-11-02,14,3,52835.0,64433.0,76031.0,61283.0,69545.0,4,2.41,-0.15,0.2,0,,DF-100423,500423,EMP_00423,DE93002961
424,Customer Success,L2 - Mid,Berlin,2018-11-05,86,3,49334.0,60163.0,70992.0,57613.0,57302.0,19,1.66,0.45,0.05,1,2024-09-07,DF-100424,500424,EMP_00424,DE93002968
425,Operations,L2 - Mid,Berlin,2020-09-04,64,1,47896.0,58410.0,68924.0,54548.0,57019.0,11,4.49,0.0,0.05,0,,DF-100425,500425,EMP_00425,DE93002975
426,Customer Success,L1 - Junior,Munich,2021-12-04,49,4,38520.0,46975.0,55431.0,45796.0,39291.0,29,2.39,0.45,0.2,1,2025-07-05,DF-100426,500426,EMP_00426,DE93002982
